#Gene	TotalClinvarVariants	PLpMissense	BenignMissense	PLpNullVariants	PLpNonNullVariants
TRDMT1:1787	12	0	10	0	0
DRAP1:10589	7	0	6	0	0
RITA1:84934	6	0	6	0	0
DROSHA:29102|LOC123493282:123493282	1	0	0	0	0
ADAM10:102	49	2	13	2	3
TRAT1:50852	2	0	2	0	0
SH2D1B:117157	2	0	2	0	0
LTB:4050	3	0	3	0	0
HAS3:3038|TANGO6:79613	3	0	3	0	0
MAN1B1:11253|MAN1B1-DT:100289341	2	0	0	0	0
CYP3A7:1551|ZSCAN25:221785|CYP3A7-CYP3A51P:100861540	20	0	19	0	0
LZTS2:84445	24	0	23	0	0
MTFR1L:56181	7	0	7	0	0
CALR:811	28	0	12	2	0
PEX13:5194|PUS10:150962	55	0	25	1	0
ZFP57:346171	91	4	46	9	4
GLOD5:392465	3	0	3	0	0
UGT1A:7361|UGT1A10:54575|UGT1A8:54576|UGT1A7:54577|UGT1A9:54600	30	0	24	0	0
OR2L13:284521|OR2L3:391192	9	0	9	0	0
GOLGA4:2803	60	0	57	0	0
MTERF4:130916	12	0	12	0	0
LDHC:3948	9	0	8	0	0
TIMM17B:10245	6	0	5	0	0
TMEM126A:84233	150	0	68	6	0
HS6ST3:266722	15	0	15	0	0
DNASE2:1777	121	2	69	0	3
OR6P1:128366	7	0	7	0	0
SQSTM1:8878|MRNIP:51149	20	0	4	0	0
FBXW8:26259	19	0	16	0	0
ASB10:136371	119	0	73	1	1
TNFRSF19:55504	12	0	10	0	0
ZNF263:10127	20	0	20	0	0
SSTR4:6754	16	0	12	0	0
TSPEAR:54084|KRTAP12-4:386684	1	0	1	0	0
THBS4:7060	14	0	12	0	0
AGK:55750	284	0	68	32	5
MSRB3:253827	74	2	24	6	1
TRERF1:55809	40	0	30	0	0
CHRNB3:1142	15	0	13	0	0
TSPO:706	5	0	5	0	0
GPLD1:2822	23	0	22	0	0
FAM216B:144809	4	0	4	0	0
ZNF83:55769	14	0	13	0	0
VPS4B:9525	7	0	7	0	0
MGAT4B:11282	13	0	12	0	0
ICAM2:3384|PRR29:92340	4	0	4	0	0
USP47:55031	26	0	25	0	0
CACNA1C:775|CACNA1C-AS2:100874235	40	0	4	0	0
GDPD2:54857|LOC105373244:105373244	2	0	2	0	0
MOSPD1:56180	2	0	2	0	0
DISC1:27185|DISC2:27184|TSNAX-DISC1:100303453	4	0	4	0	0
CACNB4:785	291	1	84	1	1
DMRTC1:63947	1	0	1	0	0
CDK14:5218	10	0	7	0	0
PRKCG:5582	269	35	97	2	37
SLIT1:6585|ARHGAP19-SLIT1:100533184	5	0	5	0	0
SOX21:11166	4	0	3	0	0
NANOG:79923	4	0	3	0	0
IMPG2:50939	871	6	396	76	14
DRAM1:55332	2	0	2	0	0
SLC9B1:150159|CISD2:493856	33	1	15	0	1
PLBD2:196463	11	0	11	0	0
PEAK1:79834	45	0	45	0	0
NR1H2:7376	4	0	2	0	0
SLC7A4:6545	32	0	28	0	0
PAX3:5077|CCDC140:151278	6	0	3	2	1
KIF23:9493	124	2	66	1	2
SLC2A9:56606|SLC2A9-AS1:105374476	14	1	1	1	1
STRADB:55437	9	0	8	0	0
RAB19:401409	4	0	4	0	0
SEMA4D:10507|SECISBP2:79048	1	0	1	0	0
ZNF789:285989	3	0	3	0	0
ZNF133:7692|ZNF133-AS1:105372550	15	0	13	0	0
OPHN1:4983	281	6	108	32	13
TFG:10342	336	3	168	1	3
GPR83:10888	15	0	14	0	0
MFSD2A:84879	128	1	43	5	2
FAM47A:158724	27	0	24	0	0
B3GALNT2:148789	381	2	157	33	2
ANKRD11:29123|TRAPPC2L:51693	6	1	2	3	1
ALPP:250	38	0	28	0	0
COQ10B:80219	4	0	4	0	0
ZFYVE26:23503	2183	4	627	279	10
KLHDC4:54758	43	0	42	0	0
RPUSD1:113000	17	0	16	0	0
SLC16A2:6567	271	21	122	47	23
RSPH3:83861|TAGAP-AS1:105378083	22	0	0	0	1
CTSA:5476|SPATA25:128497|NEURL2:140825	1	0	0	0	0
PAQR9:344838	9	0	7	0	0
ZNF302:55900	18	0	18	0	0
CENPP:401541|OGN:4969	4	0	4	0	0
ABI2:10152	4	0	4	0	0
ENOX1:55068	11	0	10	0	0
JMJD7-PLA2G4B:8681|PLA2G4B:100137049	3	0	2	0	0
ATN1:1822	75	4	53	3	4
CFAP69:79846	43	0	29	4	0
IFT172:26160|KRTCAP3:200634	159	4	68	7	6
SCGB1D4:404552	4	0	4	0	0
TMPO:7112	453	0	261	0	0
OTOP3:347741	35	0	32	0	0
HGS:9146	29	0	21	0	0
PSD2:84249	33	0	32	0	0
MGAM2:93432	1	0	1	0	0
FTCDNL1:348751	1	0	0	0	0
TRIM5:85363|TRIM6:117854	12	0	9	0	0
ZBTB14:7541	4	0	4	0	0
SNRNP40:9410	4	0	4	0	0
MIB2:142678	62	0	37	0	0
ADAP1:11033	8	0	6	0	0
CHST8:64377	20	0	15	0	0
GRK6:2870|PRR7-AS1:340037	4	0	4	0	0
SDHA:6389	2241	10	1085	126	21
CHTOP:26097	5	0	5	0	0
DCBLD1:285761	11	0	11	0	0
DENND5A:23258	410	1	187	16	2
NDRG2:57447	10	0	7	0	0
TSC22D4:81628|TSC22D4-C7ORF61:122198330	11	0	11	0	0
MNT:4335	9	0	6	0	0
TMEM95:339168	7	0	7	0	0
PEG10:23089	6	0	6	0	0
RRM2B:50484	295	9	79	16	11
PRKG1:5592	540	1	173	0	1
ALPK3:57538|LOC111718493:111718493	54	0	38	2	0
CD79A:973	135	3	77	4	2
PLCB4:5332	216	15	54	2	16
NEURL4:84461	45	0	37	0	0
RNF39:80352	11	0	7	0	0
LEXM:163747	6	0	6	0	0
CIROP:100128908	8	3	1	4	3
NTN1:9423	16	2	8	1	2
FBXO15:201456	20	0	19	0	0
PVRIG:79037	14	0	14	0	0
CCKBR:887	12	0	11	0	0
UCHL1:7345	128	2	29	4	2
CSTF1:1477	5	0	5	0	0
ZBTB49:166793	16	0	14	0	0
RENBP:5973	12	0	7	0	0
RNF123:63891	34	0	31	0	0
CPSF4:10898|ATP5MF-PTCD1:100526740	1	0	0	0	0
THOC1:9984	6	0	6	0	0
SRM:6723	4	0	4	0	0
ODF3:113746	7	0	7	0	0
SLC4A7:9497	20	0	20	0	0
OR10J1:26476	10	0	10	0	0
TMED7:51014|TMED7-TICAM2:100302736	57	0	26	0	0
RBAK:57786|RBAK-RBAKDN:100533952	16	0	16	0	0
ALG11:440138	78	4	38	4	4
SLC27A5:10998	144	0	91	0	0
DMRTC2:63946	4	0	4	0	0
GNG4:2786	2	0	2	0	0
CNN1:1264	11	0	11	0	0
KDM1A:23028	186	5	61	1	8
SSPN:8082	11	0	9	0	0
NUDT22:84304	7	0	7	0	0
DNAJC15:29103	5	0	5	0	0
PPP2R5E:5529	6	0	3	0	0
LRRC36:55282	10	0	9	0	0
CARNMT1:138199	5	0	3	0	1
CSPG4:1464	85	0	80	0	0
DNAJC30:84277	12	3	9	0	3
INHBA:3624	4	0	4	0	0
CASQ1:844	212	1	91	1	1
DBNDD1:79007	8	0	8	0	0
MIB1:57534	322	1	88	13	2
FKBP11:51303	4	0	3	0	0
SH2D3A:10045	22	0	22	0	0
GRM6:2916|ZNF454:285676|LOC100130798:100130798	479	4	242	21	6
WDR36:134430	159	0	38	0	0
KCNG2:26251	18	0	18	0	0
DEFB134:613211	4	0	4	0	0
CCNH:902	13	0	12	0	0
XAB2:56949	22	0	21	0	0
ESX1:80712	8	0	8	0	0
AGBL1:123624|LOC102724452:102724452	1	0	0	1	0
RPA2:6118	5	0	5	0	0
SYT15:83849	5	0	5	0	0
HAPLN3:145864	18	0	18	0	0
MTHFD1:4522	308	3	136	10	5
DOC2B:8447	7	0	7	0	0
FAM153A:285596	10	0	10	0	0
MYL11:29895|LOC112441444:112441444	4	0	4	0	0
NUTM2G:441457	17	0	17	0	0
RAG2:5897|IFTAP:119710	6	0	0	0	0
TMX3:54495	43	0	4	0	0
CRMP1:1400|EVC:2121	4	0	3	0	0
KCTD18:130535	9	0	8	0	0
FAM24A:118670	2	0	2	0	0
MTERF2:80298	12	0	11	0	0
EXD2:55218|GALNT16-AS1:105370550	17	0	17	0	0
HBEGF:1839	3	0	3	0	0
CD163L1:283316	34	0	34	0	0
SLC5A3:6526|MRPS6:64968	8	0	7	0	0
MAML2:84441|MIR1260B:100422991	2	0	2	0	0
PRR23B:389151	11	0	11	0	0
OR52E8:390079	7	0	7	0	0
SPHK1:8877	14	0	10	0	0
UBIAD1:29914	105	9	20	0	11
PHF1:5252	9	0	9	0	0
TRMT10B:158234	8	0	7	0	0
AFF2:2334	175	2	107	5	4
ZYG11A:440590	24	0	24	0	0
ATP13A3:79572	105	2	38	3	2
SF1:7536	21	0	20	1	0
ARFRP1:10139	7	0	5	0	0
ZNF540:163255	19	0	19	0	0
RNF168:165918	243	0	129	12	1
YIPF7:285525	9	0	9	0	0
HEXB:3074|GFM2:84340	7	0	1	0	0
MRRF:92399	8	0	8	0	0
SIK1:150094	779	2	376	6	2
HELB:92797	29	0	28	0	0
USP48:84196	15	0	14	0	0
CPN2:1370	15	0	14	0	0
PSAT1:29968	449	1	257	17	3
CIB1:10519	122	0	59	3	0
UGT1A:7361|UGT1A10:54575|UGT1A8:54576|UGT1A7:54577|UGT1A6:54578|UGT1A5:54579|UGT1A9:54600	10	0	5	0	0
HKDC1:80201|LOC101928994:101928994	5	1	4	0	1
TMEM260:54916	63	2	25	18	4
FIGNL2:401720	12	0	12	0	0
OR1J2:26740|OR1L8:138881|OR1N2:138882	9	0	9	0	0
PYCR1:5831	238	13	86	15	16
TRA2A:29896	3	0	3	0	0
CER1:9350	6	0	6	0	0
GRIA1:2890	62	1	35	1	1
THAP8:199745	2	0	2	0	0
RARB:5915	77	8	24	5	10
GP1BB:2812|SEPT5-GP1BB:100526833	68	14	22	18	15
TRIM11:81559	10	0	8	0	0
SLC30A8:169026	18	0	13	0	0
EVX2:344191	14	0	13	0	0
SLC26A5:375611	174	1	52	7	2
NPFFR2:10886	16	0	12	0	0
IL10:3586	27	0	13	0	0
FOXL2:668	181	25	40	91	29
RARS1:5917	298	4	77	20	5
CNTN3:5067	36	0	25	0	0
SYT14:255928	72	1	24	1	1
BAK1:578	4	0	4	0	0
MYL7:58498	2	0	2	0	0
FGD1:2245	232	12	92	36	14
PTK2B:2185|TRIM35:23087	4	0	3	0	0
GPR17:2840|LIMS2:55679	14	0	12	0	0
POLR1A:25885	612	2	265	2	2
MT-ATP6:4508	265	12	237	4	12
MYH8:4626|MYHAS:100128560	290	1	127	0	1
CCR10:2826	13	0	12	0	0
TUBB1:81027	135	3	84	11	3
IPO9:55705|LOC112577529:112577529	1	0	1	0	0
MXD1:4084|ASPRV1:151516	3	0	3	0	0
HBD:3045|LOC109951029:109951029	9	0	0	0	4
NIN:51199|LOC105370489:105370489	7	0	6	0	0
ZNF782:158431	13	0	13	0	0
CNP:1267	21	5	13	0	7
NOL4:8715	7	0	7	0	0
GSK3A:2931	10	0	9	0	0
PRKD2:25865	19	0	14	0	0
TANGO2:128989	297	3	118	16	5
HNRNPL:3191	10	0	4	0	0
SCN10A:6336	1470	0	802	1	0
MPO:4353|LOC106694315:106694315	11	0	3	2	0
E2F3:1871	5	0	5	0	0
BOLA3:388962	74	1	29	2	1
WDR33:55339|SFT2D3:84826	10	0	10	0	0
DSP:1832	3707	20	1885	393	32
PTHLH:5744	56	4	22	8	3
UGT2B7:7364|LOC114803476:114803476	10	0	4	0	0
PSME2:5721	8	0	6	0	0
OR7A10:390892	9	0	9	0	0
GLI4:2738	12	0	12	0	0
TEAD1:7003	185	1	86	0	1
UCP3:7352	57	1	29	0	1
ABCA5:23461	68	0	47	2	0
HHIP:64399	21	0	16	0	0
P3H4:10609	16	0	16	0	0
BFSP2:8419|BFSP2-AS1:85003	68	1	21	1	1
CHSY3:337876	34	0	34	0	0
MAPK9:5601	5	0	5	0	0
SCNN1D:6339|LOC110599576:110599576	26	0	26	0	0
DYNC2I1:55112	358	2	144	11	4
ZNF284:342909	14	0	14	0	0
GPR85:54329	12	0	11	0	0
ACBD7:414149|ACBD7-DCLRE1CP1:108949267	3	0	3	0	0
FMO3:2328	92	10	39	10	10
MPI:4351|FAM219B:57184	6	0	0	0	0
PIGR:5284	18	0	17	0	0
SEC23B:10483	294	9	87	21	12
C19orf44:84167	6	0	6	0	0
STX11:8676	316	1	121	11	1
HOXB3:3213|HOXB4:3214	11	0	10	0	0
SLC5A5:6528	155	6	34	3	7
CLEC3B:7123	6	1	5	0	1
HSPB7:27129	10	0	9	0	0
ADAM32:203102	16	0	14	0	0
KIF5B:3799	16	3	10	0	3
CLCN2:1181	330	6	158	10	9
NTMT1:28989	3	0	3	0	0
METTL25:84190	17	0	16	0	0
TMEM199:147007|MIR4723:100616388	2	0	0	0	0
PCID2:55795	5	0	3	0	0
PJA2:9867	20	0	20	0	0
FOXS1:2307	13	0	13	0	0
YME1L1:10730	145	1	43	0	1
NDE1:54820|MIR484:619553	4	0	0	0	0
KCNAB3:9196	16	0	15	0	0
ICOS:29851	153	0	36	6	2
IL7:3574|ZC2HC1A:51101	6	0	6	0	0
OR10A5:144124	10	0	10	0	0
LZIC:84328	3	0	2	0	0
PRG4:10216	80	0	46	23	0
SP100:6672	16	0	13	0	0
FAT3:120114	139	0	120	0	0
GPKOW:27238	12	0	9	0	0
RPP14:11102|HTD2:109703458	5	0	4	0	0
IL2RB:3560	288	3	138	5	2
RNF25:64320	15	0	15	0	0
CACNA2D4:93589|LRTM2:654429	11	0	11	0	0
PSG2:5670	19	0	18	0	0
TMC3:342125|TMC3-AS1:101929655	35	0	34	0	0
NME1:4830|NME1-NME2:654364	3	0	1	0	0
TLR2:7097	34	0	27	0	0
CNR1:1268	9	0	2	0	0
ACADSB:36|LOC121366092:121366092	2	0	0	0	0
RASSF7:8045	20	0	19	0	0
UBQLNL:143630	16	0	14	0	0
HYLS1:219844	12	0	0	0	0
ATG2A:23130	68	0	65	0	0
ATP6V1B2:526	61	5	25	3	6
BIN2:51411	10	0	10	0	0
PARP16:54956	14	0	13	0	0
RNPEPL1:57140	24	0	22	0	0
IL10:3586|IL19:29949	72	0	31	0	1
CST7:8530	1	0	1	0	0
HNRNPCL2:440563	8	0	8	0	0
KRCC1:51315	4	0	4	0	0
SPCS3:60559	3	0	3	0	0
CCDC50:152137|UTS2B:257313	25	0	0	0	0
ZYG11B:79699	8	0	7	1	0
SNAPC2:6618	17	0	17	0	0
PFKFB1:5207	9	0	8	0	0
NLGN1:22871	33	0	23	0	0
HTR3E:285242|HTR3E-AS1:106478970	5	0	5	0	0
CCDC191:57577	10	0	10	0	0
PCDHGB1:56104|PCDHGA4:56111|PCDHGA3:56112|PCDHGA2:56113|PCDHGA1:56114|PCDHG@:56115	23	0	23	0	0
ANO5:203859	1066	15	392	94	23
DPEP3:64180	18	0	16	0	0
ACE:1636	445	3	189	22	4
SH2D6:284948	5	0	4	0	0
NDUFS5:4725	8	0	6	0	0
TOMM5:401505	3	0	3	0	0
ARID3C:138715	14	0	14	0	0
ARID5B:84159	26	0	21	0	0
RPS6KB2:6199	17	0	15	0	0
OSCAR:126014	16	0	16	0	0
YPEL3:83719	3	0	3	0	0
UGT2A3:79799	18	0	18	0	0
FNBP1L:54874	15	0	13	0	0
ARHGEF2:9181|LOC122128443:122128443	1	0	1	0	0
PLRG1:5356	8	0	7	0	0
ADCK2:90956	9	0	9	0	0
MTAP:4507	154	0	14	0	0
FGF14:2259	73	1	18	8	4
IFT43:112752	231	1	79	16	3
IFNAR2:3455	214	0	110	7	0
KIAA0586:9786	1198	2	559	86	12
TCAF2:285966	15	0	14	0	0
SLC6A7:6534	25	0	23	0	0
FAH:2184	558	19	129	70	31
HECW1:23072	32	0	26	0	0
UNC13C:440279	49	0	46	0	0
COL4A4:1286|RHBDD1:84236	2	0	1	0	0
TNFRSF10A-DT:389641|LOC111255645:111255645	1	0	0	0	0
PHF19:26147	5	0	5	0	0
KCTD2:23510	6	0	6	0	0
PABPC1L:80336	19	2	15	0	2
LRIG2:9860	61	1	33	8	1
GPR158:57512|GPR158-AS1:100128811	9	0	9	0	0
NAPA:8775	1	0	1	0	0
SIGLEC11:114132	36	0	31	0	0
SLC3A1:6519|PREPL:9581	106	5	50	4	5
KCNC2:3747	26	8	15	0	8
TMC4:147798	13	0	13	0	0
WDR87:83889	196	0	135	0	0
KRTAP19-7:337974	1	0	1	0	0
HSD3B2:3284	253	10	40	35	10
TRIM36:55521	31	1	25	0	1
DARS2:55157	326	23	91	25	28
BIRC2:329	18	0	18	0	0
PLA2G10:8399	2	0	1	0	0
SYTL5:94122	17	0	17	0	0
OR10H5:284433	17	0	17	0	0
UGT1A:7361|UGT1A10:54575|UGT1A8:54576|UGT1A7:54577|UGT1A6:54578|UGT1A5:54579|UGT1A9:54600|UGT1A4:54657|UGT1A1:54658|UGT1A3:54659	245	16	97	35	18
NWD1:284434	50	0	49	0	0
SHOX2:6474	15	0	11	0	0
TOX4:9878	17	0	17	0	0
MRPL35:51318	3	0	3	0	0
RFPL3S:10737|RFPL3:10738	11	0	11	0	0
LGMN:5641	15	0	12	0	0
ANKRD53:79998	21	0	20	0	0
GET4:51608	18	1	13	0	1
ZNF607:84775	23	0	22	0	0
CHCHD10:400916	173	2	91	0	4
HSPA1A:3303|LOC107063610:107063610	3	0	1	0	0
GPATCH2:55105	14	0	13	0	0
NEK11:79858|NUDT16-DT:339874	3	0	3	0	0
SH3GL3:6457	7	0	7	0	0
FAM174A:345757	5	0	5	0	0
FABP9:646480	7	0	7	0	0
KLHL20:27252	10	1	8	0	1
THRAP3:9967	21	0	20	0	0
PROC:5624	295	51	101	25	53
ELAVL1:1994	3	0	1	0	0
OR51B5:282763|OR51Q1:390061	16	0	16	0	0
ARG1:383|MED23:9439	390	13	110	58	16
CSMD2:114784|HMGB4:127540	4	0	4	0	0
RINT1:60561	811	0	429	23	2
MAFA:389692	12	1	10	0	1
GNA14:9630	12	1	7	0	1
OR4C12:283093	13	0	13	0	0
ATP11A:23250	58	1	29	1	2
ATP2B3:492	110	6	63	3	6
KLHL34:257240	13	0	13	0	0
MTHFD2:10797	7	0	7	0	0
KDM5A:5927	69	0	50	0	0
PRH1:5554|TAS2R30:259293|PRH1-PRR4:100533464|PRH1-TAS2R14:106707243	9	0	9	0	0
MIR145:406937|CARMN:728264	1	0	0	0	0
TEDC1:283643	1	0	0	0	0
TSPYL4:23270	15	0	15	0	0
PARD6A:50855	6	0	5	0	0
NOVA1:4857	4	0	4	0	0
CIDEC:63924	33	0	20	0	1
ZGPAT:84619	13	0	13	0	0
BHLHE40:8553	7	0	7	0	0
NT5C3A:51251	86	3	22	12	3
PRR36:80164|LOC112577457:112577457	3	0	3	0	0
EDA:1896	417	89	76	90	95
REEP5:7905	2	0	2	0	0
CMTR1:23070	7	0	7	0	0
FBXO38:81545	554	1	287	0	1
UHRF1:29128|ARRDC5:645432	1	0	1	0	0
MCF2L2:23101|B3GNT5:84002	8	0	8	0	0
THAP1:55145	148	7	40	20	11
EMC6:83460|P2RX5-TAX1BP3:100533970	1	0	1	0	0
PDZD9:255762	2	0	2	0	0
FAM3C:10447	4	0	4	0	0
ZFHX3:463	47	0	39	3	0
ADAMTS6:11174	19	1	17	0	1
MYH7:4625|LOC114827851:114827851	1	0	0	0	0
GTPBP4:23560	22	0	19	0	0
RASGEF1A:221002	6	0	6	0	0
CCDC170:80129	32	0	23	0	0
RNASET2:8635	132	1	41	8	1
TRIM62:55223|AZIN2:113451|ZNF362:149076	11	0	6	0	0
COL4A1:1282|COL4A2:1284	9	0	1	0	0
ZNF561:93134	13	0	12	0	0
DCAF4L1:285429	5	0	5	0	0
PRRC2B:84726	74	0	68	0	0
NKX2-1:7080|SFTA3:253970	192	12	52	44	13
DIAPH2:1730	24	0	15	0	0
CTCFL:140690	13	0	12	0	0
LACRT:90070	2	0	2	0	0
SLC1A5:6510	19	0	18	0	0
MRPS22:56945	142	1	53	10	1
E2F4:1874|ELMO3:79767	1	0	1	0	0
PI15:51050	8	0	6	0	0
ASPSCR1:79058	23	0	21	0	0
DEGS1:8560	60	4	29	8	4
TANC1:85461	50	0	47	0	0
NELFCD:51497	9	0	8	0	0
SEZ6L2:26470	34	0	20	0	0
AGBL4:84871	9	0	9	0	0
SPRR2B:6701	2	0	2	0	0
QKI:9444	5	0	3	0	0
OR2M2:391194	12	0	12	0	0
HNRNPD:3184	14	0	5	0	0
OR2B6:26212	10	0	10	0	0
KAT14:57325|PET117:100303755	4	0	3	1	0
GRAMD1B:57476	17	0	14	1	0
NBAS:51594	1996	5	939	117	13
RAB33A:9363	1	0	1	0	0
NUDCD3:23386	9	0	9	0	0
ZNF329:79673	13	0	13	0	0
ABHD13:84945	6	0	6	0	0
CRIM1:51232	37	0	23	0	0
ADH4:127|LOC100507053:100507053	11	0	9	0	0
NAA16:79612	20	0	20	0	0
ITPR1:3708|LOC122889021:122889021	4	0	0	0	0
ALKBH1:8846	15	0	15	0	0
ZP2:7783	33	1	25	2	2
VMA21:203547	66	1	24	0	8
KLK12:43849	14	0	11	0	0
LIN28A:79727	7	0	6	0	0
NEXN:91624	599	3	291	12	5
EDNRB:1910|LOC107882129:107882129	11	0	2	0	0
ARID1B:57492|MIR4466:100616154	1	0	0	0	0
TBC1D32:221322	143	0	76	1	0
CLECL1:160365	5	0	0	0	0
PPP2R5B:5526	34	0	18	0	0
CDH24:64403	25	0	23	0	0
IRF8:3394|MIR6774:102466732	2	0	0	0	0
GJD4:219770	8	0	8	0	0
ADNP2:22850	29	0	29	0	0
MMEL1:79258|PRXL2B:127281	4	0	4	0	0
MMAA:166785	447	15	82	68	18
SPINK1:6690	154	2	60	9	4
SEMA3B:7869	9	0	7	0	0
MDN1:23195	94	0	90	0	0
PDE1C:5137	73	0	23	0	0
IL24:11009	6	0	3	0	0
MYBBP1A:10514	91	0	75	0	0
TRIM15:89870	8	0	8	0	0
TPCN1:53373	27	0	21	0	0
EGLN2:112398|RAB4B-EGLN2:100529264	400	0	186	0	0
CDC42:998	64	15	12	0	15
CYP4F8:11283	8	0	8	0	0
HOXC11:3227|HOTAIR:100124700|LOC107105350:107105350	2	0	2	0	0
GDF11:10220	10	0	9	0	0
AICDA:57379	204	13	60	10	13
TMEM14A:28978	5	0	5	0	0
PDLIM2:64236	24	0	22	0	0
HSD17B3:3293	115	12	17	9	14
TDRD7:23424	158	1	66	4	2
LETMD1:25875	15	0	14	0	0
TXNRD1:7296|EID3:493861	6	0	6	0	0
LRRC74A:145497	12	0	9	0	0
TOP3A:7156	247	1	113	15	1
UBA7:7318	29	0	24	0	0
POM121C:100101267	49	0	45	0	0
PKNOX1:5316	5	0	5	0	0
AGMAT:79814	18	1	15	0	1
FADS2:9415	7	0	3	0	0
OR2J3:442186	8	0	8	0	0
CYP4B1:1580	24	0	17	0	0
SEC61A1:29927	84	5	14	0	5
SMTNL2:342527	20	0	20	0	0
RELCH:57614	3	0	0	0	0
ZCCHC3:85364	4	0	4	0	0
SHISA6:388336	18	0	18	0	0
TYW5:129450	2	0	2	0	0
AADACL2:344752	2	0	2	0	0
MKI67:4288	126	0	108	1	0
FOXL1:2300	18	0	18	0	0
IL1RAPL2:26280	12	0	9	0	0
CFAP298:56683	2	0	0	0	0
NCAPD3:23310	82	1	60	2	2
PCDHB@:56116|PCDHB7:56129	37	0	36	0	0
EQTN:54586	6	0	6	0	0
SERTAD4:56256	14	0	14	0	0
COA6:388753	38	2	9	3	2
AGTR2:186	32	0	28	0	0
PRKDC:5591|LOC121740717:121740717	54	0	31	0	0
CACNA1I:8911	88	4	61	0	4
TTC24:164118	21	0	21	0	0
ZNF503:84858	16	0	15	0	0
SLX1A:548593|SLX1A-SULT1A3:100526830	6	0	6	0	0
TRIM9:114088	10	0	10	0	0
APP:351	409	21	128	0	21
RBM22:55696	4	0	3	0	0
SLC39A1:27173	7	0	7	0	0
CARMIL1:55604	6	0	6	0	0
AGPAT4:56895	4	0	4	0	0
LPO:4025	23	0	16	0	0
CCDC137:339230	7	0	7	0	0
DGAT1:8694	349	4	138	20	5
CRH:1392	25	0	12	0	0
ADAMTS9:56999|ADAMTS9-AS1:101929335	12	0	3	1	0
RNF139:11236|TATDN1:83940	1	0	1	0	0
CPSF1:29894	48	0	40	4	1
OPN4:94233	23	0	19	0	0
USP11:8237	29	1	15	0	2
ARSK:153642	15	1	10	2	1
SCAPER:49855	96	0	44	17	2
ENTREP2:23359|NSMCE3:56160	136	2	75	0	2
GPT:2875	42	0	26	0	0
UBE2NL:389898	4	0	4	0	0
UBE2E3:10477	1	0	1	0	0
KIRREL2:84063	14	0	12	0	0
RFK:55312	5	0	5	0	0
ADCY10:55811	231	0	91	12	0
LYRM4:57128|PPP1R3G:648791|LYRM4-AS1:100129461	20	0	20	0	0
ATP13A5:344905|ATP13A5-AS1:100874218	2	0	2	0	0
IGL:3535|ZNF280A:129025	14	0	14	0	0
COLQ:8292	489	10	148	45	15
TIGD3:220359	7	0	7	0	0
ABCC10:89845	37	0	36	0	0
HSPB9:94086	4	0	4	0	0
ADIRF:10974|AGAP11:119385|ADIRF-AS1:100133190	1	0	1	0	0
BMF:90427	4	0	4	0	0
LCE3D:84648	3	0	3	0	0
ORC6:23594	123	3	36	6	5
TNFRSF6B:8771|RTEL1-TNFRSF6B:100533107	254	0	131	0	0
ROS1:6098	93	0	69	1	0
TMEM213:155006	4	0	4	0	0
RSC1A1:6248|DDI2:84301	13	0	13	0	0
HCG4:54435|LOC554223:554223	2	0	0	0	0
PLPBP:11212	163	4	69	9	4
FOXF1:2294	117	18	24	28	18
GPR173:54328	4	0	4	0	0
SYVN1:84447	14	0	13	0	0
CFB:629|C2:717	28	0	14	0	0
TP53AIP1:63970	2	0	2	0	0
RANGAP1:5905	12	0	10	0	0
MROH9:80133	16	0	15	0	0
APOL2:23780	16	0	15	0	0
SLC19A1:6573	94	0	46	0	0
OR51B5:282763|OR51I1:390063	8	0	8	0	0
SIRT3:23410	12	0	11	0	0
ITCH:83737	334	0	134	9	2
H4C5:8367	3	1	2	0	1
SLC19A3:80704	521	15	229	26	17
SRGAP3:9901	58	1	26	0	1
ALPI:248	19	0	17	1	0
VPS53:55275	212	2	47	6	3
GRM5:2915|GRM5-AS1:100873989	28	0	17	0	0
LDHAL6A:160287	7	0	7	0	0
USP4:7375	26	0	21	0	0
OR13C9:286362	3	0	3	0	0
PRPF31:26121|TFPT:29844	4	0	0	0	0
PCNX1:22990	32	0	24	0	0
LIME1:54923	6	0	6	0	0
GRIK1:2897	36	0	23	0	0
CYTH3:9265	5	0	5	0	0
OR10A6:390093	12	0	12	0	0
SNX16:64089	6	0	4	0	0
MED28:80306	6	0	5	0	0
TASOR:23272	3	0	2	0	0
TMEM119:338773	13	0	11	0	0
DUSP14:11072	8	0	8	0	0
PRPF39:55015	7	0	6	0	0
VPS9D1:9605	16	0	15	0	0
KLK9:284366	5	0	5	0	0
S100A4:6275	6	0	1	0	0
SLCO1B3:28234	7	0	0	0	0
YIPF1:54432	7	0	7	0	0
MRPL47:57129	6	0	6	0	0
ZNF696:79943	9	0	9	0	0
ZNF19:7567	13	0	13	0	0
ZNF100:163227	16	0	13	0	0
MAMSTR:284358	14	0	14	0	0
SMKR1:100287482	4	0	4	0	0
CCDC28B:79140	15	0	7	0	0
ALKBH7:84266	6	0	6	0	0
SPECC1L:23384|SPECC1L-ADORA2A:101730217	175	11	95	2	11
TEX10:54881	20	0	19	0	0
TTC9:23508	4	0	4	0	0
SMU1:55234	2	0	2	0	0
HMCES:56941	17	0	15	0	0
GREB1L:80000	161	12	72	19	17
MITF:4286|LOC107988042:107988042	2	0	0	0	0
ABCC2:1244	453	4	198	51	5
